sheet,slug,bank_class,Shrawan 2078,Bhadra 2078,Ashwin 2078,Kartik 2078,Mangsir 2078,Poush 2078,Magh 2078,Falgun 2078,Ashadh 2078,Shrawan 2079,Bhadra 2079,Ashwin 2079,Kartik 2079,Mangsir 2079,Poush 2079,Magh 2079,Falgun 2079,Baisakh 2079,Jestha 2079,Ashadh 2079,Shrawan 2080,Bhadra 2080,Ashwin 2080,Kartik 2080,Mangsir 2080,Poush 2080,Magh 2080,Falgun 2080,Baisakh 2080,Jestha 2080,Ashadh 2080,Shrawan 2081,Bhadra 2081,Ashwin 2081,Kartik 2081,Mangsir 2081,Poush 2081,Magh 2081,Falgun 2081,Baisakh 2081,Jestha 2081,Ashadh 2081,Shrawan 2082,Bhadra 2082,Baisakh 2082,Jestha 2082,Ashadh 2082
C5,bills-payable,development,98.5526,104.3628,23.9940,47.8425,27.1383,,,,41.1815,47.6197,41.1140,29.2663,33.3685,39.6275,,,,30.4072,53.4180,41.8119,35.1463,31.1187,24.8377,25.4633,34.6846,,,,18.9248,36.4903,23.3464,19.7440,11.0122,23.6497,9.5877,19.1782,,,,24.3651,23.9878,21.1249,15.4822,10.5733,15.8067,19.8260,12.6130
C5,bills-payable,finance,0.3863,0.5240,2.3051,0.3950,2.5466,,,,23.3169,2.4460,1.0673,0.3182,0.3913,1.4074,,,,3.3884,2.9086,0.4117,1.9800,0.7297,1.0582,69.8269,0.7645,,,,2.6314,0.6993,1.9785,0.1585,0.2186,0.2682,0.2838,0.1922,,,,0.3121,0.3204,0.5089,0.0247,0.3634,0.0115,0.3846,0.2668
C5,bills-payable,system_total,3496.8535,5527.1858,10768.6119,6062.6671,4942.6983,,,,3067.3046,4164.4987,4081.3772,3767.1222,5975.9486,2651.3212,,,,4538.9821,7623.6552,2782.1920,3434.7451,6559.0091,6833.7460,9565.6225,9510.7355,,,,4870.4015,3804.0303,3188.6413,3829.3247,5580.9474,13040.9808,4102.1331,4851.3054,,,,6620.0234,4392.1804,3116.8564,3590.6253,5032.4602,7447.1769,6136.2586,3242.3807
C5,bills-purchased,commercial,4164.5884,4088.8619,4777.9508,4790.2391,4161.0350,,,,4031.8206,4036.9970,3829.4506,4541.8931,4384.3555,4296.0096,,,,4076.2728,4980.7183,4486.5678,3715.9755,4354.3268,4728.1372,4674.7299,4286.1985,,,,2478.0498,2656.2916,3600.1103,6072.4277,5857.3034,6635.3608,7091.8289,7304.4869,,,,5398.5835,6385.5799,6953.8696,10255.6156,9871.9028,8755.0752,9856.6785,10085.5083
C5,bills-purchased,development,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,bills-purchased,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,bills-purchased,system_total,4164.5884,4088.8619,4777.9508,4790.2391,4161.0350,,,,4031.8206,4036.9970,3829.4506,4541.8931,4384.3555,4296.0096,,,,4076.2728,4980.7183,4486.5678,3715.9755,4354.3268,4728.1372,4674.7299,4286.1985,,,,2478.0498,2656.2916,3600.1103,6072.4277,5857.3034,6635.3608,7091.8289,7304.4869,,,,5398.5835,6385.5799,6953.8696,10255.6156,9871.9028,8755.0752,9856.6785,10085.5083
C5,borrowings,commercial,294351.4681,354311.7248,355351.0795,383483.7890,389617.1971,,,,261003.7086,465562.6440,461530.5372,411017.4724,393744.4027,359011.6912,,,,463694.1279,503317.0722,462082.9167,274180.5972,261777.1603,285721.7246,275938.9848,270521.9010,,,,276855.4538,261688.3220,243416.2618,237210.1805,249817.2972,250553.0745,245928.1863,257991.8639,,,,267087.0929,263204.2304,231918.9400,239744.2604,234481.5769,248048.2211,239474.0643,225205.5983
C5,borrowings,development,12034.4441,15661.2055,27138.9613,18103.4093,21780.4968,,,,9690.3984,21052.2601,26569.3556,21051.4212,19845.8149,21077.5883,,,,33369.0790,30625.8445,26258.9947,9289.3310,8107.6643,13610.9976,13072.4120,11231.5787,,,,11315.7251,11997.4767,9339.8195,8062.3069,8231.2231,9778.5050,7987.6716,8057.1624,,,,8023.0971,8965.1977,8018.7397,8922.8853,8922.8897,8028.9064,8028.9681,8623.8230
C5,borrowings,finance,2156.0528,2115.1100,7731.4834,6242.6391,5892.2774,,,,4394.5914,8217.9796,9848.7069,7809.9069,6362.1712,6657.2709,,,,7844.7010,9421.0010,12091.6097,2067.3201,1385.9904,1815.9904,1405.9904,995.9904,,,,3896.6804,3566.6864,2546.3347,948.0552,948.0552,947.7630,948.0552,948.2130,,,,947.9209,947.9209,947.9209,1235.4909,1235.4909,1248.5925,1248.5925,1247.5819
C5,borrowings,system_total,308541.9651,372088.0403,390221.5242,407829.8374,417289.9713,,,,275088.6984,494832.8837,497948.5997,439878.8006,419952.3889,386746.5505,,,,504907.9079,543363.9178,500433.5211,285537.2483,271270.8151,301148.7126,290417.3873,282749.4701,,,,292067.8594,277252.4851,255302.4160,246220.5425,258996.5755,261279.3425,254863.9131,266997.2393,,,,276058.1109,273117.3490,240885.6006,249902.6366,244639.9575,257325.7201,248751.6248,235077.0033
C5,borrowings--a-class-licensed-institution,commercial,56824.6453,63373.4213,58731.6327,61215.6116,41525.1408,,,,26034.0468,46498.9916,47321.2034,44681.4577,41458.3927,53299.9195,,,,39075.4362,48432.0277,38481.7989,45696.4203,33747.6212,42632.3592,45322.7694,30326.4723,,,,31892.0125,28929.5577,16192.7198,11751.4350,24808.1002,25348.1001,20335.4626,31917.1400,,,,31742.9300,30069.2000,6969.8500,11727.0903,12026.1046,15934.2153,12397.5503,8433.4353
C5,borrowings--a-class-licensed-institution,development,0.0000,850.0000,1450.0000,1300.0000,600.0000,,,,1100.0000,1890.0000,750.0000,950.0000,1810.0000,5000.0000,,,,1450.0000,1000.0000,500.0000,1225.0000,25.0000,4325.0000,1225.0000,975.0000,,,,1800.0000,4200.0000,1250.0000,90.2504,250.0000,1800.0000,0.0000,60.0000,,,,0.0000,950.0000,0.0000,0.0000,0.0000,100.0000,100.0000,700.0000
C5,borrowings--a-class-licensed-institution,finance,95.1000,235.1000,195.1000,195.1000,195.1000,,,,1695.1000,285.4000,215.4000,283.2000,501.0000,2348.8000,,,,342.5000,538.8000,1187.8000,991.3297,390.0000,820.0000,410.0000,0.0000,,,,1770.0000,1700.0000,1550.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,borrowings--a-class-licensed-institution,system_total,56919.7453,64458.5213,60376.7327,62710.7116,42320.2408,,,,28829.1468,48674.3916,48286.6034,45914.6577,43769.3927,60648.7195,,,,40867.9362,49970.8277,40169.5989,47912.7500,34162.6212,47777.3592,46957.7694,31301.4723,,,,35462.0125,34829.5577,18992.7198,11841.6854,25058.1002,27148.1001,20335.4626,31977.1400,,,,31742.9300,31019.2000,6969.8500,11727.0903,12026.1046,16034.2153,12497.5503,9133.4353
C5,borrowings--bonds-and-securities,commercial,101946.6047,107612.5829,107804.9402,107799.5176,107909.8418,,,,98487.8986,135427.5573,138303.7500,144000.9260,143837.5970,143867.0925,,,,112516.6488,119987.8143,130549.0117,154981.9350,156392.8298,159385.1062,158918.9570,164384.6906,,,,155594.8747,155022.1893,154981.7697,168753.3173,168753.5513,168757.6287,168756.2943,168754.4291,,,,168736.1148,168736.4921,168723.4841,184777.4338,184777.6677,176260.0619,176260.2901,176277.2028
C5,borrowings--bonds-and-securities,development,4500.0000,4500.0000,4492.9820,4492.9820,4492.9820,,,,1000.0000,5492.9820,5492.9820,5492.9820,5493.6609,5493.6609,,,,5492.9820,5492.9820,5489.5325,7485.9491,7504.2825,7513.4491,7522.6158,7531.7825,,,,6484.9282,6504.9282,7486.4376,7493.0666,7502.2333,7511.6764,7520.8430,7530.3338,,,,7518.3009,7527.4675,7539.7499,8486.0567,8486.0567,7484.1611,7484.1611,7486.9899
C5,borrowings--bonds-and-securities,finance,946.7309,946.7309,946.7309,946.7309,946.7309,,,,946.7309,947.2051,947.2051,947.2051,947.2051,947.2051,,,,946.7309,946.7309,947.2051,947.4644,947.4644,947.4644,947.4644,947.4644,,,,947.2051,947.4644,947.8087,948.0552,948.0552,947.7630,948.0552,948.2130,,,,947.9209,947.9209,947.9209,1235.4909,1235.4909,1248.5925,1248.5925,1247.5819
C5,borrowings--bonds-and-securities,system_total,107393.3356,113059.3138,113244.6530,113239.2305,113349.5547,,,,100434.6295,141867.7444,144743.9371,150441.1131,150278.4630,150307.9585,,,,118956.3617,126427.5272,136985.7493,163415.3486,164844.5767,167846.0198,167389.0372,172863.9375,,,,163027.0080,162474.5819,163416.0160,177194.4391,177203.8397,177217.0681,177225.1925,177232.9759,,,,177202.3365,177211.8805,177211.1549,194498.9813,194499.2153,184992.8156,184993.0438,185011.7747
C5,borrowings--foreign-banks-and-fin-ins,commercial,23924.6962,24237.6818,26000.8174,29325.9600,35473.7198,,,,25778.8354,59826.6725,58905.0928,64085.9137,60822.2694,63173.0083,,,,38837.4671,43762.2026,58032.5762,65273.3726,62039.6644,59883.4149,61294.0992,59842.0799,,,,70967.3617,68931.3334,64404.0831,47502.9076,45261.9502,44903.1752,45100.1688,41710.7493,,,,56613.3575,51376.2526,48274.9854,34753.9256,29163.8938,39633.8209,35582.6759,33255.7986
C5,borrowings--foreign-banks-and-fin-ins,development,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,borrowings--foreign-banks-and-fin-ins,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,borrowings--foreign-banks-and-fin-ins,system_total,23924.6962,24237.6818,26000.8174,29325.9600,35473.7198,,,,25778.8354,59826.6725,58905.0928,64085.9137,60822.2694,63173.0083,,,,38837.4671,43762.2026,58032.5762,65273.3726,62039.6644,59883.4149,61294.0992,59842.0799,,,,70967.3617,68931.3334,64404.0831,47502.9076,45261.9502,44903.1752,45100.1688,41710.7493,,,,56613.3575,51376.2526,48274.9854,34753.9256,29163.8938,39633.8209,35582.6759,33255.7986
C5,borrowings--nrb,commercial,110388.4824,157821.0607,161185.3610,181948.9145,199575.9349,,,,109435.9497,217572.3184,213340.6718,154696.0058,143236.6494,94361.8517,,,,268244.4392,286738.3630,229157.4257,1668.7509,1584.9665,16588.4359,2496.0759,1440.1649,,,,12472.3861,1965.1378,1673.8109,391.9231,391.9231,391.9231,391.9231,391.9231,,,,405.8728,405.8728,392.8731,433.3619,433.3619,433.3619,433.3619,433.3628
C5,borrowings--nrb,development,7534.4441,10311.2055,21195.9793,12310.4273,16587.5148,,,,7590.3984,13504.1728,20161.2684,14443.3340,12377.0488,10418.8221,,,,26328.9084,24010.6740,20104.3569,300.0000,300.0000,1100.0000,300.0000,300.0000,,,,2738.2484,1000.0000,300.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,borrowings--nrb,finance,1114.2220,933.2791,6589.6525,5100.8083,4750.4466,,,,1752.7606,6985.3746,8686.1018,6579.5018,4913.9662,3361.2659,,,,6555.4701,7935.4701,9956.6047,128.5260,48.5260,48.5260,48.5260,48.5260,,,,1179.4753,919.2220,48.5260,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,borrowings--nrb,system_total,119037.1485,169065.5454,188970.9929,199360.1500,220913.8962,,,,118779.1087,238061.8658,242188.0420,175718.8416,160527.6643,108141.9397,,,,301128.8177,318684.5071,259218.3873,2097.2769,1933.4925,17736.9619,2844.6019,1788.6909,,,,16390.1098,3884.3598,2022.3369,391.9231,391.9231,391.9231,391.9231,391.9231,,,,405.8728,405.8728,392.8731,433.3619,433.3619,433.3619,433.3619,433.3628
C5,borrowings--other-financial-ins,commercial,1267.0396,1266.9781,1628.3281,3193.7853,5132.5598,,,,1266.9781,6237.1042,3659.8192,3553.1692,4389.4942,4309.8192,,,,5020.1366,4396.6647,5862.1042,6560.1183,8012.0783,7232.4083,7907.0833,14528.4933,,,,5928.8188,6840.1038,6163.8783,8810.5975,10601.7725,11152.2475,11344.3375,15217.6225,,,,9588.8179,12616.4129,7557.7475,8052.4489,8080.5489,15786.7612,14800.1862,6805.7989
C5,borrowings--other-financial-ins,development,0.0000,0.0000,0.0000,0.0000,100.0000,,,,0.0000,165.1052,165.1052,165.1052,165.1052,165.1052,,,,97.1886,122.1886,165.1052,278.3819,278.3819,672.5485,4024.7962,2424.7962,,,,292.5485,292.5485,303.3819,478.9898,478.9898,466.8286,466.8286,466.8286,,,,504.7962,487.7302,478.9898,436.8286,436.8330,444.7453,444.8069,436.8330
C5,borrowings--other-financial-ins,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C5,borrowings--other-financial-ins,system_total,1267.0396,1266.9781,1628.3281,3193.7853,5232.5598,,,,1266.9781,6402.2095,3824.9245,3718.2745,4554.5995,4474.9245,,,,5117.3252,4518.8533,6027.2095,6838.5002,8290.4602,7904.9569,11931.8796,16953.2896,,,,6221.3673,7132.6523,6467.2602,9289.5873,11080.7623,11619.0760,11811.1660,15684.4510,,,,10093.6141,13104.1431,8036.7373,8489.2775,8517.3820,16231.5064,15244.9931,7242.6320
C5,capital-fund,commercial,567720.4388,563917.4061,560063.7645,561149.5391,553146.7928,,,,500572.8843,624930.9390,622568.3437,618038.6715,617133.1115,603166.2042,,,,548870.0986,549000.3582,553625.6949,677361.5335,676678.7379,672825.6282,673680.1702,663648.3124,,,,592848.6577,595115.6802,611311.9407,718292.2950,715618.6149,712407.4537,711799.7806,702920.6669,,,,641410.8983,649861.9282,652888.3280,754999.4357,753225.9180,687588.4877,687751.3720,697777.9418
C5,capital-fund,development,49293.2660,48744.8641,48195.3155,48839.2186,48824.0984,,,,41688.4243,55070.2164,55837.7887,54448.0670,54437.7362,54219.3491,,,,47396.5683,47464.6950,47311.8636,60012.8313,59712.6885,58006.2314,58741.2749,58370.0039,,,,52522.4691,52656.0136,52784.4018,63225.1507,63304.1072,62916.0272,63195.3006,62327.4057,,,,57178.2476,57112.2103,57741.5450,66650.8534,66022.4400,60133.4992,60826.6691,60146.1584
C5,capital-fund,finance,17691.3114,17093.9301,17488.6405,17370.2366,17600.2265,,,,16263.6667,18928.0614,18964.2459,18457.1107,18895.9843,18531.7935,,,,17673.8635,17635.1945,17860.8101,19499.9007,19607.2954,19377.8183,19420.5472,19502.3995,,,,18117.3894,18576.0272,19031.1325,18204.8694,18147.5536,18696.2252,18777.6294,18707.1915,,,,18084.6789,18132.3969,18082.6503,18493.2999,18489.2420,17455.3353,17528.1900,17470.4403
C5,capital-fund,system_total,634705.0162,629756.2003,625747.7204,627358.9943,619571.1177,,,,558524.9753,698929.2169,697370.3783,690943.8492,690466.8321,675917.3467,,,,613940.5304,614100.2477,618798.3685,756874.2655,755998.7217,750209.6779,751841.9923,741520.7158,,,,663488.5162,666347.7210,683127.4750,799722.3151,797070.2757,794019.7061,793772.7106,783955.2641,,,,716673.8248,725106.5354,728712.5233,840143.5889,837737.6000,765177.3222,766106.2311,775394.5405
C5,capital-fund--others-reserves,commercial,77056.2953,72994.9713,76368.8255,77297.2756,76160.1803,,,,67136.7872,89433.3576,91235.4546,93659.6405,95920.5264,90444.1627,,,,71166.6386,72479.9918,72139.6568,138539.6829,141278.6547,140228.5506,145583.6146,146418.4175,,,,93806.8403,98023.3801,116599.2938,178416.9853,182994.4108,179088.9136,178983.7409,179002.8736,,,,150118.3892,154397.6592,150815.2244,187128.7075,188487.4056,184107.1087,185567.8162,183775.1759
C5,capital-fund--others-reserves,development,3057.9982,2730.4853,3028.9039,3324.1882,3726.7974,,,,2816.3111,2931.8608,2899.5378,2996.2206,3469.7956,3825.9048,,,,3627.1426,3677.9699,3527.9292,5983.5072,6016.3125,6769.3479,6894.3737,6844.1130,,,,4434.9687,4492.3381,4591.5694,8740.8288,8712.0079,9643.9885,9491.6110,9702.9315,,,,6545.7252,6619.8096,7130.8875,10808.8276,10994.7898,9924.4119,10246.6266,9824.9758
C5,capital-fund--others-reserves,finance,4653.8813,4258.8628,4452.9679,4660.0148,4744.7921,,,,4469.2587,4358.7828,4552.3161,3858.1499,4595.5047,4282.8852,,,,4602.7401,4664.7528,4109.6018,6028.0697,6138.9430,5746.7698,5811.3893,5880.8831,,,,4409.3726,4713.5211,5366.9183,6336.2084,6368.9305,6626.7885,6734.8630,6849.5312,,,,5405.9269,5390.1883,5820.8210,7259.2694,7202.6058,7205.3878,7275.3011,6803.3435
C5,capital-fund--others-reserves,system_total,84768.1748,79984.3194,83850.6973,85281.4786,84631.7698,,,,74422.3570,96724.0012,98687.3084,100514.0110,103985.8266,98552.9527,,,,79396.5214,80822.7145,79777.1878,150551.2598,153433.9102,152744.6683,158289.3776,159143.4136,,,,102651.1817,107229.2393,126557.7814,193494.0224,198075.3493,195359.6906,195210.2150,195555.3364,,,,162070.0412,166407.6570,163766.9330,205196.8044,206684.8012,201236.9085,203089.7438,200403.4952
C5,capital-fund--paid-up-capital,commercial,320629.0776,320629.0776,320629.0776,324731.6953,331910.0946,,,,320629.0776,356095.4476,356095.4478,356095.4478,356095.2464,357821.5552,,,,359844.1256,359844.1256,356095.4478,369857.3309,369857.3309,374575.0942,376766.3140,377124.0246,,,,369857.3309,369857.3309,369857.3309,379020.4648,379020.4648,380197.2552,380765.2941,381378.2086,,,,379020.4648,379020.4648,379020.4619,386252.2516,386252.2516,385327.2047,385327.2047,385327.2047
C5,capital-fund--paid-up-capital,development,32232.1357,32242.1807,32339.5042,32339.5042,32339.5042,,,,32232.1247,36993.5707,37091.4731,37102.4542,37102.4542,37102.4542,,,,36977.1607,36977.1607,36993.5707,40206.9411,40206.9411,40206.9411,40206.9411,40656.7488,,,,39786.4314,40181.9411,40206.9411,42170.7345,42170.7345,42420.1380,42420.1380,42420.1380,,,,42170.7345,42170.7345,42170.7345,43023.7901,43023.7901,43023.7901,43023.7901,43054.7666
C5,capital-fund--paid-up-capital,finance,13076.0933,13076.0933,13076.0933,13076.1445,13076.1445,,,,12958.5376,14700.1958,14700.1958,14700.1958,14702.0213,14702.0213,,,,14419.6840,14419.6840,14700.1958,15056.1331,15056.1331,15200.0558,15216.3031,15216.3031,,,,14987.4377,14987.4377,14987.6877,15216.6921,15252.2991,15252.2991,15252.2991,15252.2991,,,,15216.2821,15216.2821,15216.6921,15300.1554,15300.1554,15270.6159,15270.6159,15300.1559
C5,capital-fund--paid-up-capital,system_total,365937.3066,365947.3516,366044.6752,370147.3440,377325.7433,,,,365819.7399,407789.2141,407887.1167,407898.0978,407899.7219,409626.0307,,,,411240.9704,411240.9704,407789.2143,425120.4051,425120.4051,429982.0911,432189.5582,432997.0765,,,,424631.2000,425026.7097,425051.9597,436407.8913,436443.4983,437869.6923,438437.7312,439050.6457,,,,436407.4813,436407.4813,436407.8884,444576.1972,444576.1972,443621.6108,443621.6108,443682.1273
C5,capital-fund--retained-earning,commercial,70400.2861,70224.3109,59589.3540,54132.1662,38515.0555,,,,15896.9138,63315.9011,58899.7570,49019.0421,45239.9712,35084.9171,,,,8271.6390,6894.1656,14956.3171,36881.4117,31869.7694,23385.7205,15665.5813,4500.3955,,,,4425.2937,2090.6668,-1179.5117,18340.5003,9539.8384,7130.8799,5812.2071,-3692.5632,,,,-22605.4380,-19716.5327,-13947.6984,24781.6236,21047.5274,-26337.4337,-27678.8276,-19370.6547
C5,capital-fund--retained-earning,development,7733.0984,7483.1733,6118.0021,6653.8986,5970.9132,,,,505.2008,8188.5573,8859.9522,7280.8822,6759.7335,6091.1397,,,,-223.6585,-245.1226,-281.7740,5573.1730,5240.8323,2096.9321,2697.3097,1629.1761,,,,53.7522,-296.4568,-354.9587,2662.9321,2769.9424,488.4479,739.7999,13.5946,,,,-804.1959,-960.9664,-878.2636,1585.6205,681.7752,-3382.2895,-3076.9529,-3457.3882
C5,capital-fund--retained-earning,finance,-2998.7351,-3221.6153,-3256.2994,-3344.0301,-3438.9855,,,,-4070.6748,-3568.9474,-3732.9246,-3549.2148,-3856.5645,-3857.8964,,,,-4697.8324,-4829.0614,-4408.0142,-5374.4773,-5385.4158,-5365.6452,-5410.5562,-5402.9888,,,,-4900.9875,-4830.5679,-5098.4524,-7312.5894,-7436.7830,-7193.1841,-7208.3952,-7367.8274,,,,-6312.9794,-6260.7637,-6750.6924,-8226.5755,-8179.3649,-8937.4970,-8952.3398,-8644.5480
C5,capital-fund--retained-earning,system_total,75134.6494,74485.8688,62451.0566,57442.0347,41046.9831,,,,12331.4398,67935.5110,64026.7847,52750.7095,48143.1402,37318.1605,,,,3350.1481,1819.9817,10266.5290,37080.1074,31725.1860,20117.0074,12952.3348,726.5827,,,,-421.9416,-3036.3579,-6632.9228,13690.8430,4872.9978,426.1437,-656.3882,-11046.7960,,,,-29722.6133,-26938.2628,-21576.6544,18140.6686,13549.9378,-38657.2202,-39708.1202,-31472.5909
C5,capital-fund--statutory-reserves,commercial,99634.7782,100069.0504,103476.5060,104988.4012,106561.4538,,,,96910.1030,116086.2299,116337.6784,119264.5376,119877.3638,119815.5601,,,,109587.6971,109782.0853,110434.2746,132083.1172,133672.9878,134636.2740,135664.6638,135605.4748,,,,124759.1883,125144.3080,126034.8273,142514.3409,144063.9026,145990.4090,146238.5382,146232.1485,,,,134877.4766,136160.3390,137000.3365,156836.8498,157438.7362,144491.6162,144535.1800,148046.2199
C5,capital-fund--statutory-reserves,development,6270.0337,6289.0249,6708.9052,6521.6275,6786.8836,,,,6134.7877,6956.2276,6986.8257,7068.5099,7105.7530,7199.8504,,,,7015.9234,7054.6869,7072.1376,8249.2100,8248.6025,8933.0104,8942.6503,9239.9660,,,,8247.3167,8278.1913,8340.8500,9650.6554,9651.4224,10363.4528,10543.7516,10190.7417,,,,9265.9838,9282.6327,9318.1865,11232.6152,11322.0848,10567.5866,10633.2052,10723.8041
C5,capital-fund--statutory-reserves,finance,2960.0719,2980.5892,3215.8786,2978.1074,3218.2754,,,,2906.5452,3438.0302,3444.6586,3447.9798,3455.0229,3404.7833,,,,3349.2718,3379.8190,3459.0267,3790.1751,3797.6351,3796.6379,3803.4110,3808.2021,,,,3621.5667,3705.6363,3774.9789,3964.5583,3963.1070,4010.3217,3998.8625,3973.1885,,,,3775.4494,3786.6902,3795.8296,4160.4506,4165.8457,3916.8287,3934.6128,4011.4889
C5,capital-fund--statutory-reserves,system_total,108864.8838,109338.6645,113401.2898,114488.1361,116566.6128,,,,105951.4359,126480.4877,126769.1627,129781.0273,130438.1397,130420.1938,,,,119952.8923,120216.5913,120965.4388,144122.5023,145719.2254,147365.9222,148410.7252,148653.6429,,,,136628.0717,137128.1355,138150.6562,156129.5546,157678.4320,160364.1835,160781.1523,160396.0787,,,,147918.9098,149229.6619,150114.3527,172229.9156,172926.6666,158976.0315,159102.9979,162781.5129
C5,deposits,commercial,4125598.3539,4173560.3224,4271175.4189,4235219.7545,4241013.4078,,,,4204913.0540,4434753.0856,4488186.7071,4548578.4766,4559009.2269,4623571.3987,,,,4372153.3748,4402304.5185,4545156.7802,4939327.8711,5062209.5026,5221843.1861,5226556.2689,5325087.0610,,,,4842862.0549,4910434.4731,5086243.7002,5718186.5658,5798256.7137,5925733.9270,5907164.2254,5940891.4053,,,,5472035.1368,5540483.0178,5756808.9451,6486436.0945,6580273.9498,6148794.1683,6263830.1331,6541649.9886
C5,deposits,development,450377.0236,453135.8292,472434.4717,476155.3182,479717.8701,,,,445826.8720,498852.8651,502302.7962,517662.8430,518367.5470,519540.5048,,,,479379.6649,484947.1747,509489.9644,561589.9918,568998.7380,577675.1272,572201.0599,577465.2239,,,,544168.0167,549413.3224,571572.5308,598747.1486,597743.5661,602779.7590,603340.2369,605793.5659,,,,593670.8850,594459.5427,610171.2260,623060.2246,619776.5329,609489.2028,613541.1746,630436.9440
C5,deposits,finance,90338.9629,92255.8872,90608.3974,92831.4459,92589.2485,,,,89325.6271,102358.1764,101659.0380,105429.7833,105171.4191,106063.9966,,,,99307.5300,99654.6449,104528.2463,110678.0773,112548.7239,114828.3168,114036.4915,116408.9053,,,,107844.0625,108752.9407,113421.9199,129892.5206,132362.1004,133748.0315,133726.1733,134264.0351,,,,124309.1697,125803.6953,128602.6742,131734.1579,131374.0975,126258.1002,127165.9639,131444.2528
C5,deposits,system_total,4666314.3404,4718952.0387,4834218.2880,4804206.5186,4813320.5264,,,,4740065.5531,5035964.1271,5092148.5413,5171671.1029,5182548.1930,5249175.9002,,,,4950840.5697,4986906.3381,5159174.9910,5611595.9403,5743756.9645,5914346.6300,5912793.8203,6018961.1902,,,,5494874.1342,5568600.7362,5771238.1509,6446826.2350,6528362.3802,6662261.7175,6644230.6356,6680949.0062,,,,6190015.1915,6260746.2558,6495582.8453,7241230.4770,7331424.5803,6884541.4712,7004537.2716,7303531.1855
C5,deposits--call-deposits,commercial,330977.8799,305852.3357,308826.0769,295619.3383,284597.2515,,,,338330.1518,282976.3979,280680.5836,285008.3119,277080.6080,273210.5563,,,,268678.8798,274552.0239,329895.4657,320796.2214,321668.0700,316035.1038,311484.5502,337351.3075,,,,293157.6866,306966.5013,333863.5510,390246.6584,399938.0673,401156.3438,425194.5799,476474.7397,,,,364694.6382,381642.5207,415610.3492,521402.0991,521351.6972,450076.4096,465384.7333,481152.5514
C5,deposits--call-deposits,development,43190.2942,39956.9611,44957.6271,43771.3667,43940.0909,,,,48417.3658,41477.4511,39714.9812,42150.5012,39197.9808,37426.4759,,,,44439.0660,43777.2932,51613.9592,41702.8395,40860.7549,39042.1699,37628.8843,39520.9410,,,,36822.9796,40074.7584,46811.1716,44021.3565,44301.7889,44051.1556,45021.1713,45695.7231,,,,38918.9398,39435.8753,46863.3742,53885.0617,52466.0088,45525.0358,47349.8730,53904.0019
C5,deposits--call-deposits,finance,9100.8023,8653.8642,7525.5479,7882.4909,7551.3017,,,,9944.9980,8213.9034,8238.5585,8361.5441,8201.6734,8194.9152,,,,8061.4455,8456.2184,9558.2730,8007.5120,8221.7532,8876.9826,8998.0734,9146.0396,,,,7959.4596,9079.7075,10109.9880,8940.8986,9609.0036,10111.7374,9657.7639,10075.1094,,,,8944.3755,9487.8198,10040.5272,12549.9068,12189.8503,10742.0922,10636.9887,12135.4954
